OrderItemID,OrderID,ProductID,Quantity,UnitPrice,LineTotal
OI000094_2,ORD000094,P0042,1,31.1,31.1
OI000094_3,ORD000094,P0075,2,127.46,254.92
OI000094_4,ORD000094,P0093,2,30.0,60.0
OI000095_1,ORD000095,P0067,1,7.73,7.73
OI000096_1,ORD000096,P0060,2,72.63,145.26
OI000096_2,ORD000096,P0033,3,81.28,243.84
OI000096_3,ORD000096,P0053,4,129.22,516.88
OI000096_4,ORD000096,P0035,4,97.37,389.48
OI000097_1,ORD000097,P0052,1,86.55,86.55
OI000097_2,ORD000097,P0084,1,105.27,105.27
OI000097_3,ORD000097,P0068,4,99.69,398.76
OI000098_1,ORD000098,P0018,4,150.9,603.6
OI000098_2,ORD000098,P0060,3,72.63,217.89
OI000098_3,ORD000098,P0092,2,133.23,266.46
OI000098_4,ORD000098,P0004,2,176.41,352.82
OI000099_1,ORD000099,P0075,2,127.46,254.92
OI000099_2,ORD000099,P0026,1,40.63,40.63
OI000099_3,ORD000099,P0027,3,133.01,399.03
OI000099_4,ORD000099,P0039,3,142.99,428.97
OI000100_1,ORD000100,P0006,1,138.79,138.79
OI000100_2,ORD000100,P0050,4,79.22,316.88
OI000101_1,ORD000101,P0025,3,111.24,333.72
OI000101_2,ORD000101,P0049,3,188.99,566.97
OI000101_3,ORD000101,P0058,1,17.55,17.55
OI000102_1,ORD000102,P0094,4,188.21,752.84
OI000102_2,ORD000102,P0057,2,113.45,226.9
OI000102_3,ORD000102,P0046,4,92.22,368.88
OI000103_1,ORD000103,P0086,1,31.04,31.04
OI000104_1,ORD000104,P0023,1,149.87,149.87
OI000104_2,ORD000104,P0005,4,112.77,451.08
OI000104_3,ORD000104,P0076,2,113.02,226.04
OI000104_4,ORD000104,P0048,1,51.56,51.56
OI000105_1,ORD000105,P0099,4,138.6,554.4
OI000105_2,ORD000105,P0093,1,30.0,30.0
OI000105_3,ORD000105,P0082,4,44.76,179.04
OI000106_1,ORD000106,P0097,3,156.58,469.74
OI000106_2,ORD000106,P0044,2,136.57,273.14
OI000106_3,ORD000106,P0030,1,34.08,34.08
OI000107_1,ORD000107,P0048,4,51.56,206.24
OI000107_2,ORD000107,P0017,3,61.56,184.68
OI000108_1,ORD000108,P0032,1,96.44,96.44
OI000109_1,ORD000109,P0051,1,111.2,111.2
OI000109_2,ORD000109,P0079,3,139.87,419.61
OI000110_1,ORD000110,P0057,1,113.45,113.45
OI000110_2,ORD000110,P0040,2,27.38,54.76
OI000111_1,ORD000111,P0014,1,12.88,12.88
OI000111_2,ORD000111,P0023,1,149.87,149.87
OI000112_1,ORD000112,P0013,4,71.44,285.76
OI000112_2,ORD000112,P0028,2,104.91,209.82
OI000112_3,ORD000112,P0066,2,174.67,349.34
OI000112_4,ORD000112,P0093,2,30.0,60.0
OI000113_1,ORD000113,P0098,4,133.13,532.52
OI000114_1,ORD000114,P0036,3,21.34,64.02
OI000114_2,ORD000114,P0093,2,30.0,60.0
OI000114_3,ORD000114,P0021,1,131.47,131.47
OI000115_1,ORD000115,P0060,2,72.63,145.26
OI000116_1,ORD000116,P0071,2,34.61,69.22
OI000116_2,ORD000116,P0054,3,94.23,282.69
OI000117_1,ORD000117,P0043,1,68.42,68.42
OI000117_2,ORD000117,P0083,1,25.24,25.24
OI000117_3,ORD000117,P0024,3,21.59,64.77
OI000118_1,ORD000118,P0027,1,133.01,133.01
OI000119_1,ORD000119,P0094,3,188.21,564.63
OI000119_2,ORD000119,P0036,3,21.34,64.02
OI000119_3,ORD000119,P0016,1,161.33,161.33
OI000119_4,ORD000119,P0002,3,29.1,87.3
OI000120_1,ORD000120,P0090,3,155.64,466.92
OI000120_2,ORD000120,P0028,1,104.91,104.91
OI000120_3,ORD000120,P0084,4,105.27,421.08
OI000120_4,ORD000120,P0015,1,112.2,112.2
OI000121_1,ORD000121,P0002,4,29.1,116.4
OI000121_2,ORD000121,P0065,3,179.4,538.2
OI000121_3,ORD000121,P0091,2,38.31,76.62
OI000122_1,ORD000122,P0096,2,69.19,138.38
OI000122_2,ORD000122,P0045,4,57.8,231.2
OI000122_3,ORD000122,P0092,1,133.23,133.23
OI000122_4,ORD000122,P0080,2,46.24,92.48
OI000123_1,ORD000123,P0080,3,46.24,138.72
OI000123_2,ORD000123,P0009,2,47.47,94.94
OI000123_3,ORD000123,P0075,1,127.46,127.46
OI000123_4,ORD000123,P0072,4,24.01,96.04
OI000124_1,ORD000124,P0025,1,111.24,111.24
OI000125_1,ORD000125,P0044,2,136.57,273.14
OI000125_2,ORD000125,P0092,1,133.23,133.23
OI000125_3,ORD000125,P0006,3,138.79,416.37
OI000125_4,ORD000125,P0054,1,94.23,94.23
OI000126_1,ORD000126,P0026,3,40.63,121.89
OI000126_2,ORD000126,P0062,2,112.08,224.16
OI000126_3,ORD000126,P0041,4,31.15,124.6
OI000127_1,ORD000127,P0044,3,136.57,409.71
OI000127_2,ORD000127,P0085,3,78.24,234.72
OI000127_3,ORD000127,P0039,1,142.99,142.99
OI000128_1,ORD000128,P0099,3,138.6,415.8
OI000128_2,ORD000128,P0055,3,61.33,183.99
OI000128_3,ORD000128,P0057,1,113.45,113.45
OI000128_4,ORD000128,P0071,3,34.61,103.83
OI000129_1,ORD000129,P0085,4,78.24,312.96
OI000129_2,ORD000129,P0036,1,21.34,21.34
OI000129_3,ORD000129,P0001,3,144.87,434.61
OI000130_1,ORD000130,P0006,4,138.79,555.16
OI000130_2,ORD000130,P0070,2,69.32,138.64
OI000130_3,ORD000130,P0045,3,57.8,173.4
OI000130_4,ORD000130,P0087,3,83.61,250.83
OI000131_1,ORD000131,P0068,1,99.69,99.69
OI000131_2,ORD000131,P0065,1,179.4,179.4
OI000131_3,ORD000131,P0021,2,131.47,262.94
OI000132_1,ORD000132,P0035,4,97.37,389.48
OI000133_1,ORD000133,P0100,2,54.24,108.48
OI000133_2,ORD000133,P0066,1,174.67,174.67
OI000133_3,ORD000133,P0051,4,111.2,444.8
OI000133_4,ORD000133,P0077,4,90.68,362.72
OI000134_1,ORD000134,P0050,3,79.22,237.66
OI000135_1,ORD000135,P0020,3,173.97,521.91
OI000135_2,ORD000135,P0021,1,131.47,131.47
OI000135_3,ORD000135,P0057,4,113.45,453.8
OI000135_4,ORD000135,P0056,1,66.57,66.57
OI000136_1,ORD000136,P0064,2,153.17,306.34
OI000136_2,ORD000136,P0057,4,113.45,453.8
OI000136_3,ORD000136,P0086,3,31.04,93.12
OI000136_4,ORD000136,P0005,1,112.77,112.77
OI000137_1,ORD000137,P0071,4,34.61,138.44
OI000138_1,ORD000138,P0081,2,59.0,118.0
OI000139_1,ORD000139,P0052,1,86.55,86.55
OI000140_1,ORD000140,P0034,4,118.58,474.32
OI000140_2,ORD000140,P0067,1,7.73,7.73
OI000140_3,ORD000140,P0060,1,72.63,72.63
OI000141_1,ORD000141,P0044,2,136.57,273.14
OI000141_2,ORD000141,P0067,2,7.73,15.46
OI000141_3,ORD000141,P0004,2,176.41,352.82
OI000142_1,ORD000142,P0037,2,102.41,204.82
OI000143_1,ORD000143,P0020,4,173.97,695.88
OI000143_2,ORD000143,P0047,2,191.09,382.18
OI000143_3,ORD000143,P0077,1,90.68,90.68
OI000143_4,ORD000143,P0076,1,113.02,113.02
OI000144_1,ORD000144,P0010,1,32.29,32.29
OI000145_1,ORD000145,P0065,4,179.4,717.6
OI000145_2,ORD000145,P0086,1,31.04,31.04
OI000145_3,ORD000145,P0039,3,142.99,428.97
OI000146_1,ORD000146,P0100,3,54.24,162.72
OI000146_2,ORD000146,P0082,2,44.76,89.52
OI000146_3,ORD000146,P0060,2,72.63,145.26
OI000146_4,ORD000146,P0054,3,94.23,282.69
OI000147_1,ORD000147,P0069,2,106.21,212.42
OI000147_2,ORD000147,P0044,1,136.57,136.57
OI000148_1,ORD000148,P0044,3,136.57,409.71
OI000149_1,ORD000149,P0082,3,44.76,134.28
OI000149_2,ORD000149,P0087,3,83.61,250.83
OI000150_1,ORD000150,P0067,4,7.73,30.92
OI000150_2,ORD000150,P0071,4,34.61,138.44
OI000150_3,ORD000150,P0025,3,111.24,333.72
OI000150_4,ORD000150,P0037,3,102.41,307.23
OI000151_1,ORD000151,P0068,3,99.69,299.07
OI000151_2,ORD000151,P0083,2,25.24,50.48
OI000152_1,ORD000152,P0077,4,90.68,362.72
OI000153_1,ORD000153,P0078,1,169.69,169.69
OI000154_1,ORD000154,P0003,3,60.72,182.16
OI000154_2,ORD000154,P0026,2,40.63,81.26
OI000155_1,ORD000155,P0042,1,31.1,31.1
OI000155_2,ORD000155,P0094,4,188.21,752.84
OI000155_3,ORD000155,P0084,1,105.27,105.27
OI000156_1,ORD000156,P0088,4,149.11,596.44
OI000157_1,ORD000157,P0072,2,24.01,48.02
OI000157_2,ORD000157,P0090,3,155.64,466.92
OI000157_3,ORD000157,P0040,4,27.38,109.52
OI000158_1,ORD000158,P0045,4,57.8,231.2
OI000159_1,ORD000159,P0035,3,97.37,292.11
OI000159_2,ORD000159,P0017,1,61.56,61.56
OI000159_3,ORD000159,P0004,4,176.41,705.64
OI000160_1,ORD000160,P0071,2,34.61,69.22
OI000161_1,ORD000161,P0060,1,72.63,72.63
OI000161_2,ORD000161,P0070,3,69.32,207.96
OI000161_3,ORD000161,P0001,1,144.87,144.87
OI000161_4,ORD000161,P0055,4,61.33,245.32
OI000162_1,ORD000162,P0056,1,66.57,66.57
OI000162_2,ORD000162,P0022,4,70.65,282.6
OI000162_3,ORD000162,P0094,3,188.21,564.63
OI000162_4,ORD000162,P0093,4,30.0,120.0
OI000163_1,ORD000163,P0021,2,131.47,262.94
OI000164_1,ORD000164,P0049,1,188.99,188.99
OI000165_1,ORD000165,P0022,3,70.65,211.95
OI000165_2,ORD000165,P0045,2,57.8,115.6
OI000165_3,ORD000165,P0050,2,79.22,158.44
OI000165_4,ORD000165,P0070,3,69.32,207.96
OI000166_1,ORD000166,P0056,1,66.57,66.57
OI000166_2,ORD000166,P0063,1,168.76,168.76
OI000166_3,ORD000166,P0097,1,156.58,156.58
OI000166_4,ORD000166,P0044,2,136.57,273.14
OI000167_1,ORD000167,P0030,2,34.08,68.16
OI000168_1,ORD000168,P0022,3,70.65,211.95
OI000169_1,ORD000169,P0064,1,153.17,153.17
OI000169_2,ORD000169,P0065,2,179.4,358.8
OI000169_3,ORD000169,P0089,4,32.38,129.52
OI000169_4,ORD000169,P0027,2,133.01,266.02
OI000170_1,ORD000170,P0023,1,149.87,149.87
OI000170_2,ORD000170,P0009,3,47.47,142.41
OI000170_3,ORD000170,P0086,3,31.04,93.12
OI000171_1,ORD000171,P0007,1,71.49,71.49
OI000171_2,ORD000171,P0053,1,129.22,129.22
OI000171_3,ORD000171,P0048,4,51.56,206.24
OI000171_4,ORD000171,P0015,2,112.2,224.4
OI000172_1,ORD000172,P0099,2,138.6,277.2
OI000172_2,ORD000172,P0076,3,113.02,339.06
OI000172_3,ORD000172,P0080,2,46.24,92.48
OI000173_1,ORD000173,P0038,1,17.33,17.33
OI000173_2,ORD000173,P0071,4,34.61,138.44
OI000174_1,ORD000174,P0092,3,133.23,399.69
OI000174_2,ORD000174,P0054,1,94.23,94.23
OI000174_3,ORD000174,P0056,2,66.57,133.14
OI000175_1,ORD000175,P0099,3,138.6,415.8
OI000175_2,ORD000175,P0068,2,99.69,199.38
OI000175_3,ORD000175,P0050,1,79.22,79.22
OI000176_1,ORD000176,P0093,1,30.0,30.0
OI000176_2,ORD000176,P0091,1,38.31,38.31
OI000176_3,ORD000176,P0100,3,54.24,162.72
OI000176_4,ORD000176,P0020,2,173.97,347.94
OI000177_1,ORD000177,P0060,2,72.63,145.26
OI000177_2,ORD000177,P0049,2,188.99,377.98
OI000178_1,ORD000178,P0079,2,139.87,279.74
OI000178_2,ORD000178,P0022,3,70.65,211.95
OI000178_3,ORD000178,P0082,2,44.76,89.52
OI000179_1,ORD000179,P0094,2,188.21,376.42
OI000179_2,ORD000179,P0042,4,31.1,124.4
OI000179_3,ORD000179,P0088,1,149.11,149.11
OI000180_1,ORD000180,P0048,3,51.56,154.68
OI000180_2,ORD000180,P0008,2,36.13,72.26
OI000180_3,ORD000180,P0011,2,19.61,39.22
OI000181_1,ORD000181,P0044,4,136.57,546.28
OI000181_2,ORD000181,P0035,3,97.37,292.11
OI000181_3,ORD000181,P0055,1,61.33,61.33
OI000181_4,ORD000181,P0014,2,12.88,25.76
OI000182_1,ORD000182,P0005,1,112.77,112.77
OI000183_1,ORD000183,P0009,3,47.47,142.41
OI000184_1,ORD000184,P0081,4,59.0,236.0
OI000185_1,ORD000185,P0004,3,176.41,529.23
OI000185_2,ORD000185,P0100,1,54.24,54.24
OI000186_1,ORD000186,P0024,2,21.59,43.18
OI000186_2,ORD000186,P0014,2,12.88,25.76
OI000186_3,ORD000186,P0042,3,31.1,93.3
OI000186_4,ORD000186,P0044,1,136.57,136.57
OI000187_1,ORD000187,P0019,1,113.33,113.33
OI000187_2,ORD000187,P0046,3,92.22,276.66
OI000187_3,ORD000187,P0064,4,153.17,612.68
OI000188_1,ORD000188,P0001,4,144.87,579.48
OI000189_1,ORD000189,P0008,3,36.13,108.39
OI000190_1,ORD000190,P0010,4,32.29,129.16
OI000190_2,ORD000190,P0065,1,179.4,179.4
OI000190_3,ORD000190,P0070,1,69.32,69.32
OI000190_4,ORD000190,P0084,3,105.27,315.81
OI000191_1,ORD000191,P0007,1,71.49,71.49
OI000191_2,ORD000191,P0043,3,68.42,205.26
OI000191_3,ORD000191,P0077,2,90.68,181.36
OI000192_1,ORD000192,P0022,4,70.65,282.6
OI000192_2,ORD000192,P0062,2,112.08,224.16
OI000193_1,ORD000193,P0035,3,97.37,292.11
OI000193_2,ORD000193,P0079,2,139.87,279.74
OI000194_1,ORD000194,P0020,2,173.97,347.94
OI000194_2,ORD000194,P0005,1,112.77,112.77
OI000194_3,ORD000194,P0081,3,59.0,177.0
OI000195_1,ORD000195,P0059,4,37.27,149.08
OI000195_2,ORD000195,P0100,4,54.24,216.96
OI000196_1,ORD000196,P0040,1,27.38,27.38
OI000196_2,ORD000196,P0051,2,111.2,222.4
OI000196_3,ORD000196,P0100,3,54.24,162.72
OI000197_1,ORD000197,P0006,2,138.79,277.58
OI000197_2,ORD000197,P0097,3,156.58,469.74
OI000197_3,ORD000197,P0029,2,152.06,304.12
OI000198_1,ORD000198,P0072,1,24.01,24.01
OI000198_2,ORD000198,P0002,3,29.1,87.3
OI000198_3,ORD000198,P0003,2,60.72,121.44
OI000199_1,ORD000199,P0059,3,37.27,111.81
OI000200_1,ORD000200,P0080,2,46.24,92.48
OI000200_2,ORD000200,P0072,3,24.01,72.03
OI000201_1,ORD000201,P0036,4,21.34,85.36
OI000201_2,ORD000201,P0024,1,21.59,21.59
OI000202_1,ORD000202,P0077,1,90.68,90.68
OI000203_1,ORD000203,P0049,1,188.99,188.99
OI000203_2,ORD000203,P0096,4,69.19,276.76
OI000203_3,ORD000203,P0024,2,21.59,43.18
OI000204_1,ORD000204,P0059,1,37.27,37.27
OI000204_2,ORD000204,P0081,1,59.0,59.0
OI000204_3,ORD000204,P0041,4,31.15,124.6
OI000204_4,ORD000204,P0094,4,188.21,752.84
OI000205_1,ORD000205,P0021,2,131.47,262.94
OI000206_1,ORD000206,P0007,4,71.49,285.96
OI000207_1,ORD000207,P0093,1,30.0,30.0
OI000208_1,ORD000208,P0099,2,138.6,277.2
OI000208_2,ORD000208,P0052,2,86.55,173.1
OI000208_3,ORD000208,P0022,1,70.65,70.65
OI000208_4,ORD000208,P0023,4,149.87,599.48
OI000209_1,ORD000209,P0013,3,71.44,214.32
OI000209_2,ORD000209,P0029,1,152.06,152.06
OI000209_3,ORD000209,P0045,4,57.8,231.2
OI000209_4,ORD000209,P0097,1,156.58,156.58
OI000210_1,ORD000210,P0019,1,113.33,113.33
