ReviewID,OrderID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,RecommendationFlag
REV000089,ORD000368,CUST000058,P0100,2026-05-23,1,Payment failed twice and the order process was frustrating.,False
REV000090,ORD000833,CUST000364,P0015,2026-05-30,3,"Good product, but the size guide was confusing.",True
REV000091,ORD000941,CUST000345,P0091,2026-05-22,4,Very comfortable and worth the price. I will buy again.,True
REV000092,ORD000770,CUST000359,P0083,2026-05-14,3,"Average quality, not bad but not excellent.",False
REV000093,ORD000286,CUST000069,P0027,2026-05-08,2,Delivery was very late and customer support was slow.,False
REV000094,ORD000317,CUST000141,P0074,2026-05-07,3,"Product is okay, but delivery took a little longer.",True
REV000095,ORD000939,CUST000146,P0011,2026-05-07,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000096,ORD001126,CUST000147,P0008,2026-05-23,3,It works as expected.,False
REV000097,ORD001018,CUST000178,P0096,2026-05-15,3,"Average quality, not bad but not excellent.",True
REV000098,ORD000053,CUST000172,P0087,2026-05-28,1,The product is not worth the price.,False
REV000099,ORD000918,CUST000490,P0041,2026-05-16,1,The product is not worth the price.,False
REV000100,ORD000811,CUST000272,P0044,2026-05-07,3,It works as expected.,False
REV000101,ORD000250,CUST000354,P0098,2026-05-21,3,"Product is okay, but delivery took a little longer.",False
REV000102,ORD000893,CUST000194,P0058,2026-05-17,4,The product quality is better than expected.,True
REV000103,ORD001115,CUST000184,P0001,2026-05-02,3,"Average quality, not bad but not excellent.",True
REV000104,ORD001136,CUST000317,P0020,2026-05-20,3,"Product is okay, but delivery took a little longer.",False
REV000105,ORD000663,CUST000337,P0043,2026-05-03,3,"Average quality, not bad but not excellent.",False
REV000106,ORD000177,CUST000025,P0023,2026-05-08,3,"Average quality, not bad but not excellent.",True
REV000107,ORD000285,CUST000028,P0035,2026-05-13,4,"Great product, good packaging, and smooth ordering experience.",True
REV000108,ORD000709,CUST000205,P0008,2026-05-03,3,"Good product, but the size guide was confusing.",True
REV000109,ORD000668,CUST000131,P0048,2026-05-26,3,"Average quality, not bad but not excellent.",True
REV000110,ORD000661,CUST000175,P0073,2026-05-27,3,"Good product, but the size guide was confusing.",False
REV000111,ORD001117,CUST000433,P0044,2026-05-11,5,Perfect fit and very useful for training.,True
REV000112,ORD000917,CUST000363,P0038,2026-05-25,4,"Great product, good packaging, and smooth ordering experience.",True
REV000113,ORD000296,CUST000172,P0027,2026-05-02,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000114,ORD001137,CUST000056,P0023,2026-05-30,3,"Product is okay, but delivery took a little longer.",False
REV000115,ORD000783,CUST000347,P0067,2026-05-29,5,The product quality is better than expected.,True
REV000116,ORD000663,CUST000337,P0082,2026-05-08,4,Perfect fit and very useful for training.,True
REV000117,ORD000007,CUST000108,P0040,2026-05-28,3,"Product is okay, but delivery took a little longer.",True
REV000118,ORD000583,CUST000110,P0025,2026-05-11,3,"Good product, but the size guide was confusing.",True
REV000119,ORD000622,CUST000117,P0059,2026-05-27,3,"Product is okay, but delivery took a little longer.",False
REV000120,ORD000123,CUST000043,P0050,2026-05-28,3,"Good product, but the size guide was confusing.",False
REV000121,ORD000374,CUST000007,P0076,2026-05-12,3,"Average quality, not bad but not excellent.",False
REV000122,ORD000925,CUST000292,P0036,2026-05-07,3,"Product is okay, but delivery took a little longer.",True
REV000123,ORD001200,CUST000024,P0087,2026-05-09,1,Poor quality and the item arrived damaged.,False
REV000124,ORD000164,CUST000352,P0094,2026-05-12,5,"Great product, good packaging, and smooth ordering experience.",True
REV000125,ORD000852,CUST000322,P0012,2026-05-15,4,Perfect fit and very useful for training.,True
REV000126,ORD000342,CUST000223,P0013,2026-05-25,5,Perfect fit and very useful for training.,True
REV000127,ORD000273,CUST000129,P0009,2026-05-10,3,"Product is okay, but delivery took a little longer.",False
REV000128,ORD001013,CUST000468,P0042,2026-05-21,5,The product quality is better than expected.,True
REV000129,ORD000523,CUST000310,P0065,2026-05-11,3,"The product is fine, but packaging can be improved.",True
REV000130,ORD000110,CUST000094,P0091,2026-05-01,1,Wrong item received and return process was difficult.,False
REV000131,ORD000659,CUST000350,P0012,2026-05-06,5,"Great product, good packaging, and smooth ordering experience.",True
REV000132,ORD000929,CUST000459,P0058,2026-05-02,2,The product is not worth the price.,False
REV000133,ORD001173,CUST000152,P0026,2026-05-20,1,Payment failed twice and the order process was frustrating.,False
REV000134,ORD000897,CUST000296,P0039,2026-05-14,2,Wrong item received and return process was difficult.,False
REV000135,ORD000741,CUST000177,P0011,2026-05-03,5,Perfect fit and very useful for training.,True
REV000136,ORD000199,CUST000156,P0003,2026-05-07,3,"Product is okay, but delivery took a little longer.",False
REV000137,ORD000762,CUST000078,P0031,2026-05-27,2,Payment failed twice and the order process was frustrating.,False
REV000138,ORD000624,CUST000319,P0081,2026-05-25,5,Perfect fit and very useful for training.,True
REV000139,ORD001198,CUST000260,P0015,2026-05-02,1,Delivery was very late and customer support was slow.,False
REV000140,ORD000470,CUST000415,P0048,2026-05-06,4,Very comfortable and worth the price. I will buy again.,True
REV000141,ORD000084,CUST000184,P0072,2026-05-09,3,"Product is okay, but delivery took a little longer.",True
REV000142,ORD001121,CUST000152,P0097,2026-05-12,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000143,ORD000335,CUST000337,P0059,2026-05-13,4,Very comfortable and worth the price. I will buy again.,True
REV000144,ORD000340,CUST000306,P0074,2026-05-16,3,"The product is fine, but packaging can be improved.",False
REV000145,ORD000490,CUST000496,P0098,2026-05-15,3,"The product is fine, but packaging can be improved.",True
REV000146,ORD000735,CUST000121,P0075,2026-05-16,3,"Product is okay, but delivery took a little longer.",False
REV000147,ORD000630,CUST000447,P0063,2026-05-11,5,"Great product, good packaging, and smooth ordering experience.",True
REV000148,ORD000390,CUST000194,P0014,2026-05-09,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000149,ORD000917,CUST000363,P0081,2026-05-06,3,"Good product, but the size guide was confusing.",False
REV000150,ORD000195,CUST000026,P0089,2026-05-12,4,The product quality is better than expected.,True
REV000151,ORD000686,CUST000408,P0022,2026-05-07,4,Very comfortable and worth the price. I will buy again.,True
REV000152,ORD000347,CUST000212,P0088,2026-05-02,4,"Great product, good packaging, and smooth ordering experience.",True
REV000153,ORD000014,CUST000398,P0075,2026-05-09,2,Delivery was very late and customer support was slow.,False
REV000154,ORD000056,CUST000370,P0065,2026-05-06,2,The product is not worth the price.,False
REV000155,ORD000035,CUST000147,P0071,2026-05-25,4,Perfect fit and very useful for training.,True
REV000156,ORD000952,CUST000201,P0029,2026-05-29,2,The product is not worth the price.,False
REV000157,ORD000504,CUST000317,P0072,2026-05-10,4,Perfect fit and very useful for training.,True
REV000158,ORD000018,CUST000117,P0047,2026-05-26,3,"Product is okay, but delivery took a little longer.",False
REV000159,ORD000782,CUST000269,P0007,2026-05-06,4,Perfect fit and very useful for training.,True
REV000160,ORD000723,CUST000351,P0087,2026-05-08,3,"Average quality, not bad but not excellent.",True
REV000161,ORD000058,CUST000102,P0092,2026-05-08,5,The product quality is better than expected.,True
REV000162,ORD001097,CUST000070,P0039,2026-05-18,5,The product quality is better than expected.,True
REV000163,ORD001003,CUST000039,P0088,2026-05-30,2,Delivery was very late and customer support was slow.,False
REV000164,ORD000854,CUST000356,P0073,2026-05-17,4,"Great product, good packaging, and smooth ordering experience.",True
REV000165,ORD000154,CUST000157,P0062,2026-05-25,3,"Product is okay, but delivery took a little longer.",False
REV000166,ORD000267,CUST000406,P0010,2026-05-04,3,It works as expected.,False
REV000167,ORD000419,CUST000217,P0082,2026-05-24,4,"Great product, good packaging, and smooth ordering experience.",True
REV000168,ORD000565,CUST000336,P0084,2026-05-05,3,"Good product, but the size guide was confusing.",False
REV000169,ORD000596,CUST000229,P0100,2026-05-24,4,Perfect fit and very useful for training.,True
REV000170,ORD001144,CUST000130,P0078,2026-05-02,1,The product is not worth the price.,False
REV000171,ORD000144,CUST000450,P0062,2026-05-20,4,"Great product, good packaging, and smooth ordering experience.",True
REV000172,ORD000988,CUST000046,P0044,2026-05-18,1,Wrong item received and return process was difficult.,False
REV000173,ORD000116,CUST000225,P0063,2026-05-18,4,Perfect fit and very useful for training.,True
REV000174,ORD000743,CUST000465,P0070,2026-05-23,3,It works as expected.,False
REV000175,ORD000047,CUST000091,P0063,2026-05-08,4,Perfect fit and very useful for training.,True
REV000176,ORD000539,CUST000249,P0069,2026-05-04,3,"The product is fine, but packaging can be improved.",True
REV000177,ORD000264,CUST000083,P0100,2026-05-02,3,"Good product, but the size guide was confusing.",True
REV000178,ORD000819,CUST000334,P0071,2026-05-16,1,The product is not worth the price.,False
REV000179,ORD001181,CUST000340,P0020,2026-05-25,3,It works as expected.,True
REV000180,ORD000148,CUST000032,P0042,2026-05-13,1,Payment failed twice and the order process was frustrating.,False
REV000181,ORD000260,CUST000466,P0042,2026-05-27,5,The product quality is better than expected.,True
REV000182,ORD000481,CUST000193,P0088,2026-05-25,1,Payment failed twice and the order process was frustrating.,False
REV000183,ORD000592,CUST000226,P0001,2026-05-02,3,"Average quality, not bad but not excellent.",True
REV000184,ORD000385,CUST000401,P0088,2026-05-01,4,Perfect fit and very useful for training.,True
REV000185,ORD000791,CUST000118,P0098,2026-05-16,4,Perfect fit and very useful for training.,True
REV000186,ORD000731,CUST000219,P0096,2026-05-13,2,Wrong item received and return process was difficult.,False
REV000187,ORD000019,CUST000302,P0034,2026-05-02,4,The product quality is better than expected.,True
REV000188,ORD000166,CUST000383,P0100,2026-05-11,4,The product quality is better than expected.,True
REV000189,ORD000872,CUST000239,P0039,2026-05-03,3,"Product is okay, but delivery took a little longer.",True
REV000190,ORD000244,CUST000356,P0030,2026-05-10,4,Perfect fit and very useful for training.,True
REV000191,ORD000721,CUST000229,P0023,2026-05-17,3,"Average quality, not bad but not excellent.",True
REV000192,ORD000632,CUST000406,P0024,2026-05-27,3,"The product is fine, but packaging can be improved.",False
REV000193,ORD000164,CUST000352,P0018,2026-05-14,4,Perfect fit and very useful for training.,True
REV000194,ORD000008,CUST000407,P0071,2026-05-16,5,"Great product, good packaging, and smooth ordering experience.",True
REV000195,ORD000814,CUST000363,P0061,2026-05-18,3,"Product is okay, but delivery took a little longer.",True
REV000196,ORD000713,CUST000253,P0083,2026-05-16,5,"Great product, good packaging, and smooth ordering experience.",True
REV000197,ORD001044,CUST000327,P0040,2026-05-19,5,Perfect fit and very useful for training.,True
REV000198,ORD000614,CUST000462,P0023,2026-05-23,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000199,ORD000370,CUST000291,P0029,2026-05-13,3,It works as expected.,True
REV000200,ORD000149,CUST000454,P0069,2026-05-26,2,Delivery was very late and customer support was slow.,False
REV000201,ORD000163,CUST000457,P0028,2026-05-04,4,The product quality is better than expected.,True
REV000202,ORD000289,CUST000138,P0066,2026-05-24,3,"Average quality, not bad but not excellent.",True
REV000203,ORD000429,CUST000418,P0075,2026-05-06,4,Perfect fit and very useful for training.,True
REV000204,ORD000436,CUST000044,P0084,2026-05-23,3,"Average quality, not bad but not excellent.",True
REV000205,ORD001134,CUST000013,P0077,2026-05-14,3,"Product is okay, but delivery took a little longer.",True
REV000206,ORD000360,CUST000371,P0079,2026-05-10,2,Wrong item received and return process was difficult.,False
REV000207,ORD000660,CUST000220,P0099,2026-05-10,5,Perfect fit and very useful for training.,True
REV000208,ORD000592,CUST000226,P0026,2026-05-02,3,"The product is fine, but packaging can be improved.",False
REV000209,ORD000767,CUST000212,P0041,2026-05-17,4,Perfect fit and very useful for training.,True
REV000210,ORD000233,CUST000119,P0060,2026-05-01,1,Wrong item received and return process was difficult.,False
REV000211,ORD000647,CUST000067,P0016,2026-05-15,4,Perfect fit and very useful for training.,True
REV000212,ORD000195,CUST000026,P0065,2026-05-22,5,The product quality is better than expected.,True
REV000213,ORD001064,CUST000343,P0035,2026-05-04,4,The product quality is better than expected.,True
REV000214,ORD000146,CUST000317,P0021,2026-05-04,3,"Average quality, not bad but not excellent.",True
REV000215,ORD000285,CUST000028,P0057,2026-05-11,5,"Great product, good packaging, and smooth ordering experience.",True
REV000216,ORD000111,CUST000298,P0027,2026-05-24,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000217,ORD000640,CUST000276,P0029,2026-05-03,3,"Good product, but the size guide was confusing.",True
REV000218,ORD000626,CUST000178,P0020,2026-05-10,1,Poor quality and the item arrived damaged.,False
REV000219,ORD000580,CUST000238,P0028,2026-05-13,2,Wrong item received and return process was difficult.,False
REV000220,ORD001019,CUST000428,P0018,2026-05-24,4,Perfect fit and very useful for training.,True
REV000221,ORD001048,CUST000166,P0090,2026-05-08,3,"Average quality, not bad but not excellent.",False
REV000222,ORD000301,CUST000111,P0071,2026-05-17,1,Payment failed twice and the order process was frustrating.,False
REV000223,ORD000623,CUST000481,P0078,2026-05-20,1,Delivery was very late and customer support was slow.,False
REV000224,ORD000604,CUST000241,P0055,2026-05-21,1,The product is not worth the price.,False
REV000225,ORD000436,CUST000044,P0033,2026-05-26,3,"The product is fine, but packaging can be improved.",False
REV000226,ORD000339,CUST000361,P0043,2026-05-03,2,Poor quality and the item arrived damaged.,False
REV000227,ORD000748,CUST000404,P0047,2026-05-23,3,It works as expected.,True
REV000228,ORD000382,CUST000462,P0005,2026-05-01,4,The product quality is better than expected.,True
REV000229,ORD000649,CUST000265,P0094,2026-05-06,1,Poor quality and the item arrived damaged.,False
REV000230,ORD000114,CUST000260,P0092,2026-05-01,4,Very comfortable and worth the price. I will buy again.,True
REV000231,ORD001183,CUST000474,P0037,2026-05-03,4,"Great product, good packaging, and smooth ordering experience.",True
REV000232,ORD000033,CUST000042,P0057,2026-05-17,3,"Good product, but the size guide was confusing.",False
REV000233,ORD000118,CUST000191,P0073,2026-05-23,5,Very comfortable and worth the price. I will buy again.,True
REV000234,ORD000759,CUST000043,P0030,2026-05-23,2,The product is not worth the price.,False
REV000235,ORD000119,CUST000135,P0016,2026-05-04,5,Very comfortable and worth the price. I will buy again.,True
REV000236,ORD000902,CUST000031,P0028,2026-05-09,3,"Product is okay, but delivery took a little longer.",True
REV000237,ORD000878,CUST000423,P0044,2026-05-22,1,Payment failed twice and the order process was frustrating.,False
REV000238,ORD000091,CUST000055,P0017,2026-05-23,3,"Product is okay, but delivery took a little longer.",True
REV000239,ORD000092,CUST000191,P0014,2026-05-06,5,"Great product, good packaging, and smooth ordering experience.",True
REV000240,ORD000443,CUST000039,P0057,2026-05-11,5,Very comfortable and worth the price. I will buy again.,True
REV000241,ORD000759,CUST000043,P0098,2026-05-10,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000242,ORD000287,CUST000193,P0075,2026-05-05,3,"Average quality, not bad but not excellent.",True
REV000243,ORD000448,CUST000227,P0065,2026-05-26,3,"Good product, but the size guide was confusing.",True
REV000244,ORD001134,CUST000013,P0092,2026-05-10,3,It works as expected.,True
REV000245,ORD000928,CUST000392,P0015,2026-05-11,3,"The product is fine, but packaging can be improved.",False
REV000246,ORD001179,CUST000438,P0049,2026-05-12,2,The product is not worth the price.,False
REV000247,ORD000508,CUST000185,P0087,2026-05-27,3,"Good product, but the size guide was confusing.",True
REV000248,ORD000995,CUST000131,P0006,2026-05-25,3,"Good product, but the size guide was confusing.",True
REV000249,ORD000046,CUST000163,P0073,2026-05-08,4,Very comfortable and worth the price. I will buy again.,True
REV000250,ORD000378,CUST000421,P0068,2026-05-09,3,"The product is fine, but packaging can be improved.",True
REV000251,ORD000823,CUST000313,P0002,2026-05-12,2,The product is not worth the price.,False
REV000252,ORD000535,CUST000278,P0086,2026-05-24,4,Very comfortable and worth the price. I will buy again.,True
REV000253,ORD000510,CUST000249,P0034,2026-05-19,3,"Product is okay, but delivery took a little longer.",False
REV000254,ORD000499,CUST000339,P0076,2026-05-20,3,"Good product, but the size guide was confusing.",False
REV000255,ORD000805,CUST000129,P0074,2026-05-27,5,Very comfortable and worth the price. I will buy again.,True
REV000256,ORD001198,CUST000260,P0009,2026-05-11,1,Delivery was very late and customer support was slow.,False
REV000257,ORD000083,CUST000161,P0043,2026-05-17,3,"Average quality, not bad but not excellent.",False
REV000258,ORD001156,CUST000018,P0003,2026-05-23,3,"Product is okay, but delivery took a little longer.",True
REV000259,ORD000770,CUST000359,P0007,2026-05-08,4,"Great product, good packaging, and smooth ordering experience.",True
REV000260,ORD001178,CUST000044,P0037,2026-05-22,5,Perfect fit and very useful for training.,True
REV000261,ORD000575,CUST000183,P0012,2026-05-26,2,Delivery was very late and customer support was slow.,False
REV000262,ORD000883,CUST000186,P0047,2026-05-30,3,"Good product, but the size guide was confusing.",False
REV000263,ORD000518,CUST000155,P0065,2026-05-29,1,Payment failed twice and the order process was frustrating.,False
REV000264,ORD000088,CUST000390,P0012,2026-05-16,3,"Good product, but the size guide was confusing.",False
REV000265,ORD001137,CUST000056,P0012,2026-05-09,4,Perfect fit and very useful for training.,True
REV000266,ORD000259,CUST000397,P0058,2026-05-11,5,Very comfortable and worth the price. I will buy again.,True
REV000267,ORD000685,CUST000090,P0096,2026-05-11,4,Perfect fit and very useful for training.,True
REV000268,ORD000954,CUST000146,P0088,2026-05-08,3,"Product is okay, but delivery took a little longer.",True
REV000269,ORD000705,CUST000080,P0089,2026-05-20,3,"Average quality, not bad but not excellent.",False
REV000270,ORD001015,CUST000017,P0036,2026-05-09,3,"The product is fine, but packaging can be improved.",True
REV000271,ORD000745,CUST000164,P0024,2026-05-20,4,"Great product, good packaging, and smooth ordering experience.",True
REV000272,ORD000160,CUST000080,P0045,2026-05-09,1,The product is not worth the price.,False
REV000273,ORD000338,CUST000352,P0035,2026-05-02,2,The product is not worth the price.,False
REV000274,ORD000182,CUST000470,P0023,2026-05-18,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000275,ORD000430,CUST000254,P0017,2026-05-08,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000276,ORD000365,CUST000393,P0046,2026-05-11,5,Very comfortable and worth the price. I will buy again.,True
REV000277,ORD000964,CUST000256,P0021,2026-05-27,2,Payment failed twice and the order process was frustrating.,False
REV000278,ORD000122,CUST000033,P0044,2026-05-29,1,Delivery was very late and customer support was slow.,False
REV000279,ORD000112,CUST000401,P0038,2026-05-12,5,Perfect fit and very useful for training.,True
REV000280,ORD000439,CUST000496,P0081,2026-05-15,5,"Great product, good packaging, and smooth ordering experience.",True
REV000281,ORD000765,CUST000014,P0015,2026-05-29,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000282,ORD000682,CUST000325,P0038,2026-05-15,5,Perfect fit and very useful for training.,True
REV000283,ORD000817,CUST000293,P0016,2026-05-27,3,It works as expected.,True
REV000284,ORD001199,CUST000279,P0013,2026-05-19,3,"The product is fine, but packaging can be improved.",False
REV000285,ORD001106,CUST000266,P0008,2026-05-29,4,Perfect fit and very useful for training.,True
REV000286,ORD000897,CUST000296,P0031,2026-05-15,2,Poor quality and the item arrived damaged.,False
REV000287,ORD000808,CUST000079,P0090,2026-05-18,4,"Great product, good packaging, and smooth ordering experience.",True
REV000288,ORD001075,CUST000278,P0065,2026-05-19,3,"Good product, but the size guide was confusing.",False
REV000289,ORD000904,CUST000237,P0004,2026-05-24,4,Excellent quality and fast delivery. I highly recommend this product.,True
